review,rating,label_kamus,label_rating,final_label
Byond by BSI mempermudah dan sangat membantu dalam melakukan transaksi apapun,5,positif,positif,positif
"tampilan nya menarik dan simpel mempermudah saya, dalam seminggu ini saya pakai tidak ada kendala",5,,positif,positif
aplikasinya sangat membantu untuk menabung emas,5,positif,positif,positif
ampas gangguan terossssss,1,negatif,negatif,negatif
"makin gk karuan makin kesini , mana sering bngt saldo kpotong tapi uang gk kluar , yaAllah bgini amat yah pas ganti ke byond , ujung2nya komplien via apk malah error , hadeuhh mana buat kbutuhan , lama2 kalo bgini sy tinggalkn deh , dulu jamannya bsi mobile tuh enak bngt mudah dan gampang kaga ada gangguan apapun",1,positif,negatif,positif
aplikasi ter bad buat bank,1,,negatif,negatif
"Tolonglah saya punya akun BSI,tanpa mempunyai kartu karena bikin tabungan Haji,tapi gak bisa Login karena dimintai Kartu Debit,tolonglah dipermudah",2,,negatif,negatif
"m.baangking mengikuti masa aktif kartu, mana tiap datang ke kantor kas untuk perbaikan antree ne banyak , gak cuma sesekali, tapi berkali-kali di kantor manapun se-Soloraya, soalnya saya gojek Daan pekerjaan muter-muter",1,,negatif,negatif
bagus,4,positif,positif,positif
tolong dong jangan ngebug terus,2,,negatif,negatif
"saya harap ada fitur intip saldo di layar utama sebelum log in , kaya app bank sebelah",3,,negatif,negatif
"asli muak x sama BSI syariah sekarang nih bnyak x tingkah nya byond betul"" nyusahin lemot nya nauzubillah",1,negatif,negatif,negatif
ini kenapa sih banyak bug Mulu kemarin loading lemot sekarang setiap mau login jaringan ilang,1,negatif,negatif,negatif
aplikasinya selalu lelet di buka,2,,negatif,negatif
"AKU PINDAH BANK AJA LAH DRPD BANK INI,UDH LELET APLIKASI... MENYUSAHKAN AJA",1,,negatif,negatif
"EH BYOND , makin kesini makin gajelas tolong lah ya atasin lemot nya ini dikit"" gangguan , dikit"" lemot saya bayar qris akhirnya bayarnya jadi 2 kali baru masuk karena lemot , udah gitu sekarang salah pasword dua kali langsung pembaruan akun begitu aja terus buat apa coba bukannya memudahkan malah makin menyusahkan TOLONG YAA DIPERBAIKI JANGAN MAAF DOANG , jangan hilangkan kepercayaan orang ke aplikasi ini karena hal"" seperti ini",1,negatif,negatif,negatif
"Aplikasi yg lama lebih bagus, sedangkan aplikasi ini kadang lemot beberapa hari sehingga menghambat transaksi aplikasi lama masih the best",1,positif,negatif,positif
"aihh masuk aja gak bisa ni aplikasi, huh",1,,negatif,negatif
keren sih makin enak transaksi sekarang mudah dioprasikan tanpa kendala,5,positif,positif,positif
"Sering banget tiap buka aplikasinya muncul pop up ""close overlapping popups"" padahal semua notif udah dibersihin. Udah merger sesama bank syar'iah lo, ayo lah tolong diperbaiki demi kenyaman user",1,,negatif,negatif
nyobain semoga berhasil,5,,positif,positif
"Layarnya bagus, keamanan transaksi terjamin, transfer dan pembayaran lancar jaya.",5,positif,positif,positif
"mau log in aja susah bgt ,data sudah benar tetep aja gak bisa .haduhh gimana nih bsi",1,,negatif,negatif
Sangat membantu cek saldo dan transaksi harian,5,positif,positif,positif
Bagus Seperti BSI,5,positif,positif,positif
sangat membantu dalam mengelola keuangan dan dalam segala,5,positif,positif,positif
Sangatta bagus dan......,5,positif,positif,positif
"fiturnya baik ya , tidak ada kendala, best lah",5,positif,positif,positif
"aku pake ini mantul, kepake banget top deh",5,,positif,positif
aplikasinya sangat membantu untuk sehari hari,5,positif,positif,positif
"Aplikasinya cukup bagus dan tampilannya modern. Proses registrasi dan buka rekeningnya juga mudah, cocok banget buat yang mau praktis tanpa ke bank langsung. Fitur transfer, top-up e-wallet, dan pembayaran tagihan berjalan lancar sejauh ini.",5,positif,positif,positif
aplikasinya mudah di gunakan dan juga mudah di pahami,5,positif,positif,positif
"The app is great, it works for me!",5,,positif,positif
sangat recommended saya sudah pakai dari hp lama sampai baru selalu pakai BSI ini karena mudah untuk bertransaksi dan menabung,5,positif,positif,positif
"aplikasinya bagus saya suka, kalian jangan lupa download juga",5,positif,positif,positif
aplikasi ini sangat bagus,5,positif,positif,positif
aplikasi yang sangat bagus untuk saya pokonya recomanded dehh,5,positif,positif,positif
fiturnya banyak banget bisa transfer ke ewallet dan bank manapun,5,,positif,positif
"aplikasinya sangat membantu pengguna seperti saya, lengkap tidak merepotkan sangat efisien.",5,positif,positif,positif
saya senang bisa mengenal aplikasi ini,5,,positif,positif
"Saya sangat puas dengan pengalaman menggunakan mbanking ini! Transaksi keuangan menjadi lebih cepat dan efisien, tanpa perlu repot-repot pergi ke bank.",5,positif,positif,positif
"Huhu aplikasi nya lumayan lah, mantap!!",5,positif,positif,positif
"Tidak kompatibel dengan HP Oppo, untuk eksekusi transaksi layar harus di minimize dulu",2,,negatif,negatif
apk sampah,1,,negatif,negatif
hari pertama buka akun di BSI. pas lihat ulasan beyond by BSI serasa ingin batal buka akun.,3,,negatif,negatif
"Hampir 1 tahun mau dftr saja susahnya bukan main,, sudh dtang ke kantornya mungkin 5 kali pun tidak ada penyelesaian,, gmn mau majuuu",1,,negatif,negatif
apk keluar2 sendiri,1,,negatif,negatif
"Aplikasi sering eror, byond payah, lebih bagus BSI mobile yg versi lama stabil",1,positif,negatif,positif
mantap apk nya sangat membant 👍👍,5,positif,positif,positif
aplikasi sering eror,1,,negatif,negatif
aplikasi sangat memuaskan mempermudah transaksi online,5,,positif,positif
aneh aplikasi sering eror gak bisa login ke akun bsi parah,1,negatif,negatif,negatif
akhirnya saya menemukan aplikasi yang saya cari dan gampang di mengerti,5,,positif,positif
"apk gak jelas. d riwayat transaksi penarikan tunai (mesin EDC) DI BYOND tidak ada nama penarik sehingga jika terjd kesalahan tidak tau namanya. apk juga lemot loading, tidak bisa digunakan cpt, login sudah benar d blg salah, sudah masuk apk loading tidak bisa transfer lgsg Ter log out sendiri. bgitu seterusnya mau liat transaksi, mau tf, loading kemudian Ter log out sendiri. sehingga harus masuk berulang2.",2,negatif,negatif,negatif
aplikasinya bagus.. lancar juga.. tampilannya juga menarik dan mudah difahami,5,positif,positif,positif
"tarik tunai pakai aplikasi uang gak keluar, eh saldo kepotong apakah ini termasuk aplikasi scam?",1,,negatif,negatif
"Mau buka tabungan, foto ktp udah, masukin data sesuai ktp juga udah, eh malah ada keterangan data tidak sesuai ktp, yakali lebih tau aplikasi drpd pemilik ktp",1,,negatif,negatif
bagus banget aplikasi nya,5,positif,positif,positif
aplikasi nya dapat dimengerti dan cukup membantu,5,positif,positif,positif
"Sangat bagus saya suka dengan tampilan baru updatenya, tampilan jadi mudah untuk bertransaksi untuk saya pribadi",5,positif,positif,positif
apk nya sangat bagus awalnya saya kira ini cmn apk bohongan seperti apk lain nya tetapi setelah saya download hasilnya memuaskan,5,positif,positif,positif
"Aplikasi byond menarik dari segi desain, dan lebih simple, mau transfer atau payment lainnya mudah👍",5,positif,positif,positif
"apk ini luar biasa,nasabah bisa menikmati berbagai fitur inovatif yang tidak hanya memudahkan pengelolaan keuangan, tetapi juga menyediakan layanan lengkap yang bisa diakses kapan saja dan di mana saja.Dan apk ini sangat rekomendasi banget!",5,,positif,positif
"Aplikasi ini memudahkan transaksi, mengurangi antrian di teller, dan memberikan fitur berbasis syariah yang meningkatkan loyalitas nasabah",5,,positif,positif
aplikasi nya bagus,5,positif,positif,positif
"daftarnya gak pake lama, praktis juga bintang lima buat BYOND by BSI",5,positif,positif,positif
apk yang keren untuk mengatur keuangan,5,positif,positif,positif
"jujur aplikasi ini sangat cocok denganku,best deh",5,,positif,positif
"Setelah mencoba Byond by BSI dalam beberapa hari terakhir, kesan yang paling terasa adalah bagaimana semua layanan perbankan digital ditempatkan secara efisien dalam satu platform. Pengguna tidak perlu berpindah-pindah halaman terlalu jauh untuk mengakses fitur utama seperti cek saldo, transfer, atau top up e-wallet.",5,,positif,positif
"transaksi cepat, pelayanan nya mudah di mengerti, dan login juga cepat, sungguh hebat di lihat bank yang sebesar ini",5,positif,positif,positif
aplikasi ini mempermudah saya dalam kegiatan sehari hari,5,,positif,positif
aplikasi yang benar benar sangat bermanfaat dan mempermudah kegiatan kita🥰🥰,5,,positif,positif
"saya suka aplikasi ini, sangat membantu saya, download aja!",5,positif,positif,positif
"lah sumpah buang waktu doank. samperin ke call center nya suruh nunggu. ditunggu 1 jam cuma disuruh pulang. katanya nanti klo udah bisa bakal berkabar by wa... udah ditunggu kabarnya ehh begitu log in kagak bisa. masa ulang2 mulu selfi. apk. jelek banget cuma 1 dlm pikiran w,,, tutup akun",1,negatif,negatif,negatif
Integrasi layanan digital yang tersedia di dalam aplikasi ini membuat proses transaksi lebih fleksibel dan sesuai dengan kebutuhan pengguna. Semoga ke depannya semakin inovatif dengan fitur tambahan yang mendukung,5,,positif,positif
"selama ini saya menggunakan aplikasi ini belum ada kendala, bahkan sangat membantu saya, lebih praktis",5,positif,positif,positif
"Nggak ribet, tampilannya enak dilihat, fiturnya lengkap. Sekarang semuanya serba digital, dan BYOND ngebantu banget! Thanks BSI!",5,negatif,positif,negatif
"Byond by BSI: Praktis, modern, dan sesuai prinsip syariah! Aplikasi ini memudahkan transaksi keuangan digital dengan fitur lengkap dan tampilan yang ramah pengguna. Cocok untuk generasi muda yang ingin layanan cepat dan aman.",5,positif,positif,positif
aplikasinya bermanfaat. semua info mudah dipahami dan jadi lebih praktis,5,positif,positif,positif
"Antarmuka Modern dan Sederhana: Desain baru yang lebih bersih dan mudah digunakan dibandingkan aplikasi sebelumnya . Fitur Islami Terpadu: Menyediakan layanan seperti pembayaran zakat, infaq, donasi, pengingat waktu shalat, dan baca Al-Qur’an dalam satu aplikasi . Layanan Pembiayaan Variatif: Mendukung pengajuan pembiayaan untuk berbagai kebutuhan, termasuk cicil emas, gadai emas, dan pembiayaan kendaraan melalui BSI OTO.",5,positif,positif,positif
aplikasinya membantu banget walau agak lemot si,5,positif,positif,positif
aplikasi praktis nyaman dan bermanfaat mudah digunakan dan capat,5,positif,positif,positif
aplikasi bagus,5,positif,positif,positif
aplikas ini mempermudah saya via onlein,5,,positif,positif
"beyond by BSI ngebantu banget jadi lebih praktis, keren makasih BSI",5,positif,positif,positif
"aplikasi yang memuaskan dan sangat membantu saya, amanah, terpercaya, cepat, mudah.",5,positif,positif,positif
"aplikasi ini sangatt bagus, dan sangat berguna",5,positif,positif,positif
uang aku hilang Krn kmrn mau ngambil tapi atmnya loading dan pas mau narik katanya timeout,1,negatif,negatif,negatif
Byond by BSI responsif dan membantu!,5,positif,positif,positif
Sangat merekomendasikan aplikasi ini kepada teman-teman,5,,positif,positif
aplikasi ini sangat berguna untuk kita semua,5,,positif,positif
sejauh ini aplikasi nya cukup membantu dan mempermudah,5,positif,positif,positif
Sangat memuaskan,5,,positif,positif
Memberikan pengalaman transaksi yang efisien. Beberapa layanan yang biasanya hanya tersedia di kantor cabang kini bisa dilakukan dari genggaman tangan.,5,,positif,positif
saya sangat bersyukur dengan aplikasi nya,5,,positif,positif
sangat berguna untuk bertransaksi bagus dan mempermudah pembayaran,5,positif,positif,positif
"Saya sangat terkesan dengan aplikasi BYOND by BSI! Aplikasi ini benar-benar membawa pengalaman perbankan digital ke level yang lebih tinggi. Desain antarmukanya modern, intuitif, dan mudah digunakan — bahkan untuk pengguna baru sekalipun. ✅ Fitur-fitur unggulan yang saya sukai: Proses login yang cepat dan aman. Transfer antar bank sangat mudah, dan bisa pakai BI-Fast dengan biaya rendah. Bisa buka rekening dan investasi Syariah langsung dari aplikasi! Fitur financial planner dan goal settin",5,positif,positif,positif
"transaksiknya cepet banget, yang sering belanja online wajib punya sih, sat set pokoknya",5,,positif,positif
aplikasi unik tidak ribet dan sangat membantu,5,positif,positif,positif
aplikasi sangat mudah di pahami dan bagus cocok untuk pemula,5,positif,positif,positif
aplikasi sangat membantu bagi penggunanya,5,positif,positif,positif
"mantap deh transaksi disini jadi mudah, top up e wallet jugaa gampang, top pokoknya",5,positif,positif,positif
"tampilan modern, keamanan transaksinya juga terjamin. worth it!!",5,,positif,positif
"Perbaikan besar untuk BYOND! Pas udah download, ternyata perbaikan sistemnya jauh lebih cepat daripada yang diperkirakan. Nggak nyampe sejam udah bisa buat rekening. OTP juga udah otomatis terkirim, gak harus nyalin lagi dari SMS yang masuk. Malah lebih cepat OTP nya terisi secara otomatis daripada masuknya SMS OTP. Pas baca review orang-orang, katanya aplikasinya lelet, lemot. Tapi ternyata sekarang udah gak seburuk itu, lho.",5,positif,positif,positif
apklikasi nya bagus,5,positif,positif,positif
makin lama makin gak jelas aplikasi nya mala gak bisa2 di buka benar2 kecewa dgn aplikasi nya..rasa da gak mau dgn bank BSI,1,negatif,negatif,negatif
aku pengguna baru aplikasi ini lumayan puas dengan aplikasi nya filturnya menurut ku juga ok ok,5,positif,positif,positif
Aplikasi ini membantu saya dalam hal bertransaksi,5,positif,positif,positif
setelah update makin mudah transaksi tanpa ribet,5,positif,positif,positif
"apknya keren, nyaman dipake pengguna dan yang terpenting user friendly bangett",5,positif,positif,positif
"Aplikasinya ringan, cepat diakses, tampilannya rapi dan modern.",5,positif,positif,positif
"Aplikasinya praktis, aman, cepat, dan sangat membantu kebutuhan finansial saya! mantap banget lah pokoknya ini aplikasi, udah membantu saya banget",5,positif,positif,positif
"sekarang udah banyak improve, jadi lebih jarang untuk gangguan dan lebih nyaman digunakann",5,positif,positif,positif
"apk ini mudah digunakan, untuk daftarnya juga ga ribet",5,positif,positif,positif
Aplikasi sangat mudah dan bagus dalam membantu transaksi,5,positif,positif,positif
"aplikasi yang kerennn, semuanya jadi mudah dengan aplikasi iniii👍👍👍",5,positif,positif,positif
aplikasi nnya nyaman di pakaii,5,positif,positif,positif
Aplikasi m banking ini sangat bermanfaat untuk kehidupan sehari-hari. proses transfer tidak ribet.,5,negatif,positif,negatif
"Pengalaman saya pake byond lebih baik dari versi yg lama, tampilan lebih nyaman dan enteng di mata, the best banget emang BSI",5,positif,positif,positif
"Pertama kali buka aplikasinya mirip sama banking saudaranya. Di hp saya, bisa di buka lancar dan smooth walau jaringan kurang baik. Lalu, saat pembayaran langsung tertera dan ada notifikasi yang bisa menjamin benar saya sedang bertransaksi saat itu. Bintang 5 untuk BSI!",5,positif,positif,positif
"Aplikasi BYOND by BSI ini sudah lancar tidak lemot, tampilan yang lebih intuitif, akses yang lebih cepat dan banyak fitur untuk keseharian saya.",5,positif,positif,positif
semangattt🔥🔥,5,,positif,positif
"baru download mau registrasi gampang dan mudah banget, aplikasi recemanded nih bagi yg mau buka rekening",5,positif,positif,positif
"aplikasiinyaaa amann sii, gak ada kendalaaa sejauh ini dan udahhh suka banget pakai aplikasi ini nihhhhh, rekomendasi bangeet buat di pakek gais",5,positif,positif,positif
"baru pertama menggunakan apk ini, tapi sangat memuaskan",5,,positif,positif
"aplikasi ini memudahkan saya untuk top up dan juga ber transaksi, sangat rekomendasi pokok nya best banget",5,,positif,positif
"Ada banyak fiturnya, tapi belum dicoba.",5,,positif,positif
Aplikasi yang sangat berguna dalam melakukan aktivitas perbankan hanya dari Hp tanpa harus ke bank. Dan juga dilengkapi dengan fitur-fitur Islami yang akan mempermudah ibadah kita.,5,,positif,positif
sangat recommended,5,,positif,positif
wooww app yang sangat membantuu mantappp,5,,positif,positif
Nyaman dalam menggunakannya dan gak terlalu ribet. sip okelah pokoknya 👍,5,positif,positif,positif
jujur aplikasinya sangant membantu terus tingkatkan lagi suapaya makin berkembang terus,5,positif,positif,positif
Mantul,5,,positif,positif
"apk mantappp,, tidak ada kendala dan memudahkan dalam bertransaksi godd pokonya",5,,positif,positif
"tampilan apk simple, banyak fitur unik",5,,positif,positif
aplikasi bisa di akses di manapun,5,,positif,positif
menurutku ya pemilik aplikasi ini harus lebih upgrade lagi supaya tambah mantap,5,positif,positif,positif
saya rekomendasikan kalian untuk memakai ini cepat praktis dan aman,5,positif,positif,positif
"aplikasi sangat membantu dan efisien juga fitur yang lengkap, cocok untuk kebutuhan sehari hari",5,positif,positif,positif
mantap aplikasi nya,5,positif,positif,positif
"BYOND by BSI nyaman banget, transfer/top up, fiturnya gampang lumayan untuk orang gaptek juga😀 Pokoknya BSI yang ini udah paling bener dibanding bank lain.",5,positif,positif,positif
Sangat bagus sekali,5,positif,positif,positif
"Aplikasi ini sangat stabil dan tidak pernah mengalami gangguan saat saya menggunakannya. Terima kasih, Byond by BSI",5,positif,positif,positif
sekarang udah nyaman sama ini sih yakin dech ngak pindah pindah lagi,5,positif,positif,positif
"sistem syariah, insya allah amanah",5,,positif,positif
"""Sangat tidak merekomendasikan aplikasi ini"" karna banyak bug yang berulang ulang",1,negatif,negatif,negatif
saya sudah lama menggunakan aplikasi ini dan aplikasi ini sangat bagus buat saya,5,positif,positif,positif
BYOND by BSI adalah aplikasi syariah modern pengganti BSI Mobile. Fiturnya lengkap dan aman,5,positif,positif,positif
Desain menarik Cepat dan responsif Terbaik di kelasnya Tidak mengecewakan Sangat memuaskan Rekomendasi banget!,5,positif,positif,positif
sangat bagus aplikasinya,5,positif,positif,positif
"bagus aplikasi nya, di tunggu fitur-fitur baru lain nya biar lebih bagus lagi.",5,positif,positif,positif
aplikasi yang sangat rekomen buat yang mau download gausah ragu deh,5,,positif,positif
Saya sangat puas dengan aplikasi BYOND by BSI! Transaksi bank menjadi sangat mudah dan praktis dengan aplikasi ini. Saya dapat melakukan transaksi kapan saja dan di mana saja.,5,positif,positif,positif
keren pendaftaran nya cepet,5,positif,positif,positif
"menurut ku aplikasi ini berguna ya, walau emang kadang' suka lemot doang mungkin krna sinyal",5,positif,positif,positif
untuk BYOND by BSI sangat diunggulkan dalam transaksi,5,,positif,positif
"Fitur-fitur yang disediakan cukup lengkap dan sesuai dengan kebutuhan. Saya mengapresiasi kemudahan dalam melakukan transaksi, memeriksa informasi, dan mengakses berbagai layanan lainnya. Prosesnya cepat dan responsif, meminimalkan waktu tunggu yang biasanya sering terjadi di aplikasi serupa.",5,positif,positif,positif
bagus bgt,5,positif,positif,positif
"Dari segi tampilan sangat mudah dipahami saya sebagai pengguna, sangat membantu sekali bagi saya yang ingin merencanakan anggaran keuangan buat jangka panjang",5,positif,positif,positif
Byond by BSI adalah aplikasi keuangan terbaik yang pernah saya gunakan. Sangat recomended🫰🏻,5,positif,positif,positif
ini sangat memudahkan saya untuk bertransaksi setiap hari nya.,5,,positif,positif
aplikasinya bagus,4,positif,positif,positif
"baru kali ini aku ketemu aplikasi yang berjalan sesuai fungsinya, terus kembanging ya :)",5,,positif,positif
"saya sangat senang menggunkan aplikasi ini , terima kasih kepada pengembang",5,,positif,positif
"Aplikasi mobile banking BSI ini makin ke sini makin mantap! Tampilan antarmukanya simpel dan mudah dipahami, cocok buat orang tua juga. Fitur-fiturnya lengkap—bisa transfer, bayar tagihan, beli pulsa, sampai zakat pun tinggal klik. Transaksinya cepat, jarang banget error. Kadang kalau ada maintenance suka mendadak, tapi selain itu sejauh ini puas banget. Semoga terus ditingkatkan dan makin stabil!",5,positif,positif,positif
aplikasi yang perkatis dan cocok buat saya,5,,positif,positif
"Tampilan modern, proses pembayaran lancar semoga kedepannya makin baik dan bnyak fitur terbarunya lagi",5,positif,positif,positif
wah aplikasi ini sangat membantu saya. sangatlah bagus,5,positif,positif,positif
"Saya sangat terbantu dengan hadirnya BYOND by BSI. Aplikasi ini memiliki tampilan yang modern dan user-friendly, sehingga sangat nyaman digunakan untuk kebutuhan finansial sehari-hari. Mulai dari cek saldo, transfer antar bank, bayar tagihan, hingga top-up e-wallet semuanya bisa dilakukan dengan cepat dan mudah.",5,positif,positif,positif
aplikasi yang sangat membantu dalam bertransaksi,5,positif,positif,positif
Cocok digunakan untuk semua kalangan pengguna baru,5,,positif,positif
saya merekomendasikan aplikasi ini untuk kalian semua.. pelayanan nya cukup memuaskan dan cepat tanggap.. memudahkan saya dalam segala aktivitas keuangan..,5,positif,positif,positif
aplikasi menarik untuk di download sukses,5,,positif,positif
"aplikasi serbaguna, kita bisa menabung disini trs kita juga bisa beribadah melalui aplikasi ini karena disediakan zakat dan infaq melalui apk nya, dan untuk kalian para traveler juga ini sangat memudahkan kalian buat tau waktu sholat dan masjid terdekat, untuk kedepannya semoga makin baik lagi🤩",5,positif,positif,positif
"aplikasi sangat membantu terkait perbankan BSI, mudah diakses",5,positif,positif,positif
Solusi keuangan syariah modern di genggaman.,5,,positif,positif
"Saya sangat puas dengan aplikasi. Berikut beberapa kelebihan yang saya temukan: - *Mudah digunakan*: Antarmuka yang intuitif dan sederhana membuat navigasi sangat mudah. - *Fitur lengkap*: Aplikasi ini menawarkan berbagai fitur yang sangat berguna, seperti [sebutkan fitur spesifik]. - *Desain menarik*: Tampilan yang modern dan estetis",5,positif,positif,positif
untuk aplikasinya sangat lancar saat digunakan dan juga tidak lemot sama sekali,5,positif,positif,positif
"aplikasi cukup baik mudah digunakan,banyak fitur cepat dalam pelayanan",5,positif,positif,positif
aplakasi sangat bagus tidak ada kendala apapun aplikasi mudah di gunakan ui/ux bagus bisa di percaya aplikasi sangat cepat dan bagus,5,positif,positif,positif
app BEYOND by BSI sangat sangat membantu untuk bertransaksi harian.,5,positif,positif,positif
"jujur aplikasinya mudah digunakan, fiturnya juga lengkap namun di bagian topup dilengkapi lagi fiturnya, performa sudah cukup bagus",5,positif,positif,positif
Pendaftaran rekening online cukup cepat prosesnya.,5,positif,positif,positif
"praktis, cepat, dan sangat user friendly. cocok banget buat nasabah bsi yang aktif bertransaksi, mantap BYOND!",5,positif,positif,positif
1. apk yg sangat membantu masyarakat 2. akses yang mudah membuat masyarakat mudah untuk memahami 3. tidak ada BOT di dalam 4. keamanan sangat bagus tidak mudah untuk di bobol 5. fitur fitur di dlm nya sangat mudah di pahami 6. banyak promo promo yang sangat menarik,5,positif,positif,positif
"Modern banget tampilan sederhana jadi ngga bosen transaksi di BYOND by BSI, upgrade terus min kembangkan aplikasi ini agar selalu bisa saya pakai setiap saat. Terimakasih BYOND by BSI",5,,positif,positif
Tampilan modern membuat navigasi jadi lebih mudah dan keamanan transaksi jg terjamin,5,positif,positif,positif
aplikasi sangat membantu fiturnya lengkap ga kalah sama bank lain dan bagi sayaa buat pemula mending ngambil bsi simpel cepat aman kerennn bsi✨✨✨✨,5,positif,positif,positif
"Aplikasi ini sangat efisien dan hemat baterai, sehingga tidak mengganggu kinerja perangkat.",5,,positif,positif
Aplikasi BYOND by BSI sangat mudah digunakan! Fitur BYOND by BSI sangat membantu transaksi cepat. Desain aplikasi BYOND by BSI modern dan intuitif. Pengalaman menggunakan BYOND by BSI sangat memuaskan. Aplikasi ini sangat berguna untuk kebutuhan finansial saya. BYOND by BSI mempermudah pengelolaan rekening dan transaksi.,5,positif,positif,positif
"aplikasi ini benar"" memudahkan saya dalam transaksi dan ga pake ribet juga, sejauh ini ga ada lag ataupun error the best pokoknya 👍",5,negatif,positif,negatif
aplikasi nya sangat membantu,5,positif,positif,positif
"Pengalaman pengguna yang menyenangkan, Jarang ada bug dan update-nya rutin.",5,negatif,positif,negatif
"sangat bagus,mudah di mengerti ,fiturnya mantap👍",4,positif,positif,positif
"aplikasi sangat bagus, UI/UX bagus, tidak ada kendala dalam aplikasi saat menggunakannya, aplikasi yang mudah di gunakan",5,positif,positif,positif
"sangat membantu saya untuk memakai aplikasi ini,selain mudah digunakan, aplikasi ini juga mempermudah saya bertransaksi, terimakasih BSI.",5,positif,positif,positif
"rekomendasi aplikasi dari saya, aplikasinya bagus dan amanah pelayanan nya juga memuaskan",5,positif,positif,positif
Wah aplikasinya sangat bagus dan keren,5,positif,positif,positif
"aplikasi sangat memuaskan, lancar dalam top up e wallet, bisa melakukan donasi serta zakat, sangat senang memakai aplikasi ini",5,positif,positif,positif
"apk ini sangat konsisten, kredibilitas dan memudahkan saya untuk bertransaksi",5,,positif,positif
di Saudi Arabia ada g cabangnya??? kalau ada kabari yaaa nanti sy fullin bintangnya,3,,negatif,negatif
navigasi aplikasi sangat jelas dan cepat,5,positif,positif,positif
aplikasi ini dapat membantu saya dalam bertansaksi dengan mudah dan juga lebhih praktis,5,positif,positif,positif
Suka banget sama UI nya ez to use,5,positif,positif,positif
"baru mau mencoba pakai karena dapat rekomendasi dari nasabah yang sudah memakai BYOND by BSI, jujur infonya sangat bermanfaat, semoga semakin berkembang untuk BYOND by BSI👍🏻",5,,positif,positif
mantap aplikasinya,5,positif,positif,positif
aplikasi nyaa gacor keren bangett sangat bermanfaat,5,positif,positif,positif
"penggunaan BSI selalu memuaskan! bagi kalian yang ingin memiliki rekening bank tanpa khawatir dapat dikenai bunga, pake BSI ajaa guys, trust me selama menggunakan bank ini uang tetaap amaan tanpa potongan apapun apalagi sekarang udah ada aplikasi ini, kalian dapat melakukan transaksi dimana pun tanpa perlu ke kantor/ATM.",5,,positif,positif
"mantap guys, aplikasi yang sekarang lebih banyak kemajuan nya, bertransaksi juga lebih cepat, ga lelet juga aplikasi nya, sukaa",5,positif,positif,positif
sangat cocok,5,,positif,positif
"mempermudah dalam transfer antar bank, dan memudahkan dalam membeli kebutuhan seperti token listrik",5,,positif,positif
aplikasi ini sangat membantu kalian wajib download ya jangan sampai ketinggalan,5,positif,positif,positif
"apliskasi nyaa sangat membantu saya, dan sangat bermanfaat, saya sangat puas menggunakan BYOND by BSI, aplikasi ini sangat membantu saya dalam mengatur keuangan pribadi.👍👍👍",5,positif,positif,positif
"walaupun masi kurang lengkap , kaya pembayaran e commerce tapi baguss sih apk nya",5,,positif,positif
"nggak jelas aplikasinya.. susah untuk dibuka, masih blm jelas juga.. udah 30 mnt saya coba buka tp masih merem aja ni aplikasi, sempat bagus trs macet lagi",1,positif,negatif,positif
"baru download, semoga apknya bisa memudahkan saya dalam aktivitas kerja online saya",5,,positif,positif
lebih baik pake byond by BSI mempermudah untuk transaksi di jamin aman nyaman dan berkualitas,5,positif,positif,positif
aplikasi yg sangat membantu,5,positif,positif,positif
"ga nyangka banget plis setelah pake aplikasi ini, buruan instal gaakan rugii pokonyaa best lahhh",5,,positif,positif
"bagus sekali untuk menabung, aplikasi nya lancar jaya, mudah untuk melakukan transaksi apapun dan dimanapun, bisnis digital juga bisa, BSI luar biasa, amanah dan terpercaya",5,positif,positif,positif
lumayan membantu sih aplikasinya,5,positif,positif,positif
aplikasi sangat bagus mantap,5,positif,positif,positif
"sumpah aplikasi ini yang baru dari mobile mbankin bsi ,warna nya juga keren sih berwarna ,penggunaan juga lebih praktis",5,positif,positif,positif
cocok banget untuk generasi muda yang butuh layanan bank syariah digital,5,,positif,positif
bagus terpercaya mudah tepat cepat,5,positif,positif,positif
sangat penting untuk mengakses transaksi digital di era sekarang,5,,positif,positif
"Bagus, Ul nya juga bagus mirip"" Livin mandiri animasi nya juga lancar. Cuman dari segi fitur masih kurang lengkap, gk bisa bayar e-commerce. Untuk saat ini bayar e-commerce masih pakai BSI mobile. Agak ribet kalau masih harus pakai 2 aplikasi jadi tolong nambain fiturnya lagi",5,positif,positif,positif
"pke ini buat nabung, gak ada admine bulanan, buat pinnya gak bisa asal, jadi pengguna harus afal banget pin nya dan itu bikin aku gak gampang ambil2 uang karena pelupa, dan berhasil nabung 👍 dan tentunya syariah",5,,positif,positif
"Aplikasi ini benar-benar membantu dalam menyelesaikan tugas saya sehari-hari, Fitur-fiturnya lengkap dan semuanya berfungsi sesuai harapan,sehingga saya bisa menemukan apa yang saya butuhkan tanpa harus mencari terlalu lama. Proses pendaftaran dan penggunaan layanan berlangsung lancar dari awal hingga akhir. Saya juga menyukai bagaimana setiap bagian memiliki penjelasan yang jelas, membuat segalanya terasa lebih efisien.",5,positif,positif,positif
"tampilang barunya keren banget, buka rekeningnya cepat, selain bisa syariah bisa modern juga, ternyata bisa cicil emas dengan mudah, gampang, praktis alias gk ribet deh, warnanya enak dipandang, dan transaksinya cepat",5,positif,positif,positif
Good bye BSI,1,,negatif,negatif
